,id,name,url,summary,picture,birthplace,deathplace,birthdate,deathdate,cause_of_death,last name
523,523,kazimir severinovich malevich,https://www.wikigallery.org//wiki/artist39189/Kazimir-Severinovich-Malevich/page-1,"Kazimir Severinovich Malevich (23 February [O.S. 11 February] 1879 – 15 May 1935) was a Russian avant-garde artist and art theorist, whose pioneering work and writing had a profound influence on the development of abstract art in the 20th century. Born in Kiev to an ethnic Polish family, his concept of Suprematism sought to develop a form of expression that moved as far as possible from the world of natural forms (objectivity) and subject matter in order to access ""the supremacy of pure feeling"" and spirituality. Malevich is also considered to be part of the Ukrainian avant-garde (together with Alexander Archipenko, Sonia Delaunay, Aleksandra Ekster, and David Burliuk) that was shaped by Ukrainian-born artists who worked first in Ukraine and later over a geographical span between Europe and America.Early on, Malevich worked in a variety of styles, quickly assimilating the movements of Impressionism, Symbolism and Fauvism, and after visiting Paris in 1912, Cubism. Gradually simplifying his style, he developed an approach with key works consisting of pure geometric forms and their relationships to one another, set against minimal grounds. His Black Square (1915), a black square on white, represented the most radically abstract painting known to have been created so far and drew ""an uncrossable line (…) between old art and new art""; Suprematist Composition: White on White (1918), a barely differentiated off-white square superimposed on an off-white ground, would take his ideal of pure abstraction to its logical conclusion. In addition to his paintings, Malevich laid down his theories in writing, such as ""From Cubism and Futurism to Suprematism"" (1915) and The Non-Objective World: The Manifesto of Suprematism (1926).Malevich's trajectory in many ways mirrored the tumult of the decades surrounding the October Revolution (O.S.) in 1917. In its immediate aftermath, vanguard movements such as Suprematism and Vladimir Tatlin's Constructivism were encouraged by Trotskyite factions in the government. Malevich held several prominent teaching positions and received a solo show at the Sixteenth State Exhibition in Moscow in 1919. His recognition spread to the West with solo exhibitions in Warsaw and Berlin in 1927. From 1928 to 1930, he taught at the Kiev Art Institute, with Alexander Bogomazov, Victor Palmov, Vladimir Tatlin and published his articles in a Kharkiv magazine, Nova Generatsia (New Generation). But the start of repression in Ukraine against the intelligentsia forced Malevich return to modern-day Saint Petersburg. From the beginning of the 1930s, modern art was falling out of favor with the new government of Joseph Stalin. Malevich soon lost his teaching position, artworks and manuscripts were confiscated, and he was banned from making art. In 1930, he was imprisoned for two months due to suspicions raised by his trip to Poland and Germany. Forced to abandon abstraction, he painted in a representational style in the years before his death from cancer in 1935, at the age of 56.
Nonetheless, his art and his writing influenced contemporaries such as El Lissitzky, Lyubov Popova and Alexander Rodchenko, as well as generations of later abstract artists, such as Ad Reinhardt and the Minimalists. He was celebrated posthumously in major exhibits at the Museum of Modern Art (1936), the Guggenheim Museum (1973) and the Stedelijk Museum in Amsterdam (1989), which has a large collection of his work. In the 1990s, the ownership claims of museums to many Malevich works began to be disputed by his heirs.",523.0,183.0,439.0,1879-02-23,1935-05-15,,malevich
524,524,"landseer, sir edwin",https://www.wikigallery.org//wiki/artist50280/%28after%29-Landseer%2C-Sir-Edwin/page-1,"Sir Edwin Henry Landseer  (7 March 1802 – 1 October 1873) was an English painter and sculptor, well known for his paintings of animals – particularly horses, dogs, and stags. However, his best-known works are the lion sculptures at the base of Nelson's Column in Trafalgar Square.",429.0,7.0,7.0,1802-03-07,1873-10-01,,edwin
525,525,james holland,https://www.wikigallery.org//wiki/artist34454/James-Holland/page-1,"James Holland  (born 27 June 1970) is an English author and broadcaster who specialises in the history of World War II. His most recently published written work is 2021's Brothers in Arms: One Legendary Tank Regiment's Bloody War from D-Day to VE-Day, which follows the Sherwood Rangers, a British tank regiment, throughout multiple battles.

",,,,,,,holland
526,526,maria sibylla merian,https://www.wikigallery.org//wiki/artist56491/Maria-Sibylla-Merian/page-1,"Maria Sibylla Merian (2 April 1647 – 13 January 1717) was a German naturalist and scientific illustrator. She was one of the earliest European naturalists to observe insects directly. Merian was a descendant of the Frankfurt branch of the Swiss Merian family.
Merian received her artistic training from her stepfather, Jacob Marrel, a student of the still life painter Georg Flegel. Merian published her first book of natural illustrations in 1675. She had started to collect insects as an adolescent. At age 13, she raised silkworms. In 1679, Merian published the first volume of a two-volume series on caterpillars; the second volume followed in 1683. Each volume contained 50 plates that she engraved and etched. Merian documented evidence on the process of metamorphosis and the plant hosts of 186 European insect species. Along with the illustrations Merian included descriptions of their life cycles.
In 1699, Merian travelled to Dutch Guiana to study and record the tropical insects native to the region. In 1705, she published Metamorphosis Insectorum Surinamensium. Merian's Metamorphosis has been credited with influencing a range of naturalist illustrators. Because of her careful observations and documentation of the metamorphosis of the butterfly, Merian is considered by David Attenborough to be among the more significant contributors to the field of entomology. She discovered many new facts about insect life through her studies. Until her careful, detailed work, it had been thought that insects were ""born of mud"" by spontaneous generation.

",485.0,176.0,79.0,1647-04-02,1717-01-13,,merian
527,527,grafton tyler brown,https://www.wikigallery.org//wiki/artist42418/Grafton-Tyler-Brown/page-1,"Grafton Tyler Brown (February 22, 1841 – March 2, 1918) was an American painter, lithographer and cartographer. Brown was the first African-American artist to create works depicting the Pacific Northwest and California.",527.0,184.0,440.0,1841-02-22,1918-03-02,,brown
528,528,fritz von uhde,https://www.wikigallery.org//wiki/artist43476/Fritz-von-Uhde/page-1,"Fritz von Uhde (born Friedrich Hermann Carl Uhde; 22 May 1848 – 25 February 1911) was a German painter of genre and religious subjects. His style lay in-between Realism and Impressionism, he was once known as ""Germany's outstanding impressionist"" and he became one of the first painters to introduce plein-air painting in his country.",,,,,,,uhde
530,530,georg emil libert,https://www.wikigallery.org//wiki/artist45886/Georg-Emil-Libert/page-1,"Georg Emil Libert (2 August 1820 – 19 May 1908) was a Danish landscape painter. His specialties included scenes featuring Danish, German and Norwegian  landscapes.",,,,,,,libert
531,531,jules leroy,https://www.wikigallery.org//wiki/artist46376/Jules-Leroy/page-1,"Jules Leroy (Ablis, 1903 – Chaptal, 1979) was a French priest and researcher in the domains of Syriac, Coptic and Ethiopian manuscripts, art and architecture.
As a novice he joined the French Benedictine congregation of Solesmes in their exile on the Isle of Wight. From 1930 to 1933 Leroy studied at the Pontificio Istituto Biblico in Rome.
Leroy's early researches in iconography of Pre-Chalcedonian Christian churches were guided by Henri Seyrig in the Lebanon and by the historian of art, André Grabar. A researcher in the French Centre National de Recherche Scientifique, Leroy was attached to the Institut d' Etudes et de Recherches d' Ethiopie in Addis Ababa.",,,,,,,leroy
532,532,marie francois firmin-girard,https://www.wikigallery.org//wiki/artist51631/Marie-Francois-Firmin-Girard/page-1,,,,,,,,firmin-girard
533,533,nicolae grigorescu,https://www.wikigallery.org//wiki/artist47581/Nicolae-Grigorescu/page-1,"Nicolae Grigorescu (Romanian pronunciation: [nikoˈla.e ɡriɡoˈresku]; 15 May 1838 – 21 July 1907) was one of the founders of modern Romanian painting.
There is a metro station named after Grigorescu in Bucharest. It was given his name in 1990, before which it was named after Communist army general Leontin Sălăjan. Romanian currency features Grigorescu on the 10 Lei bank note.

",533.0,185.0,441.0,,1907-07-21,,grigorescu
534,534,karl kaufmann,https://www.wikigallery.org//wiki/artist46824/Karl-Kaufmann/page-1,"Karl Kaufmann (10 October 1900 – 4 December 1969) was a German politician who served as a Nazi Party Gauleiter from 1925 to 1945 and as the Reichsstatthalter (Reich Governor) of Hamburg from 1933 to 1945.

",,,,,,,kaufmann
535,535,robert gibb,https://www.wikigallery.org//wiki/artist44435/Robert-Gibb/page-1,"Robert Gibb RSA (28 October 1845 – 11 February 1932) was a Scottish painter who was Keeper of the National Gallery of Scotland from 1895 to 1907 and was Painter and Limner to the King from 1908 until his death. He built his reputation on romantic, historical and particularly military paintings but was also a significant portrait artist.

",,,,,,,gibb
536,536,giuseppe maria crespi,https://www.wikigallery.org//wiki/artist34592/Giuseppe-Maria-Crespi/page-1,"Giuseppe Maria Crespi (March 14, 1665 – July 16, 1747), nicknamed Lo Spagnuolo (""The Spaniard""), was an Italian late Baroque painter of the Bolognese School. His eclectic output includes religious paintings and portraits, but he is now most famous for his genre paintings.
Giuseppe Crespi, together with Giambattista Pittoni, Giovan Battista Tiepolo, Giovan Battista Piazzetta, Canaletto and Francesco Guardi forms the traditional great Old Masters painters of that period.",536.0,29.0,29.0,1665-03-14,1747-07-16,,crespi
